Pedido_ID;Data_Pedido;Cliente_ID;Cidade;UF;Regiao;Categoria_Produto;Produto;Quantidade;Valor_Unitario_R$;Valor_Total_R$;Canal_Marketing;Desconto_%;Frete_R$;Status_Pedido;Avaliacao_1a5;Tempo_Entrega_Dias;Reclamacao
PED-0676;28/07/2023;CLI-8640;Cuiabá;DF;Centro-Oeste;Esportes;Garrafa Térmica;3;1637,95;4913,85;TikTok Ads;15;0,58;Em Transporte;;;
PED-0677;16/01/2023;CLI-6801;Aracaju;RS;Sul;Esportes;Bola;2;413,95;827,90;Orgânico;5;26,01;Em Transporte;;;
PED-0678;08/12/2023;CLI-5167;Niterói;AP;Norte;Eletrônicos;Smart Watch;1;3154,16;3154,16;Facebook Ads;15;2,48;Em Transporte;;;
PED-0679;30/01/2024;CLI-9121;Osasco;RJ;Sudeste;Moda;Calça Jeans;2;1237,16;2474,32;YouTube Ads;0;40,11;Entregue;2;7;Não
PED-0680;11/02/2024;CLI-8415;Cuiabá;RR;Norte;Eletrônicos;Smart Watch;2;132,84;265,68;Google Ads;25;22,48;Processando;;;
PED-0681;07/12/2023;CLI-2406;João Pessoa;DF;Centro-Oeste;Moda;Bolsa;3;2447,39;7342,17;Influenciador;20;36,83;Devolvido;;22;
PED-0682;29/03/2024;CLI-6747;Teresina;SE;Nordeste;Esportes;Tênis Corrida;1;3306,27;3306,27;TikTok Ads;0;33,51;Entregue;4;6;Não
PED-0683;30/12/2023;CLI-7683;Santos;DF;Centro-Oeste;Alimentos;Chocolate;4;2088,08;8352,32;Influenciador;15;32,80;Em Transporte;;;
PED-0684;01/03/2023;CLI-5800;Salvador;RO;Norte;Alimentos;Kit Fitness;5;3490,85;17454,25;YouTube Ads;0;0,55;Devolvido;;24;
PED-0685;01/01/2023;CLI-5408;Campinas;RO;Norte;Alimentos;Kit Fitness;1;364,93;364,93;YouTube Ads;15;14,51;Cancelado;;;
PED-0686;06/02/2023;CLI-3009;Maceió;MG;Sudeste;Moda;Bolsa;1;1619,53;1619,53;Facebook Ads;0;39,90;Entregue;1;23;Não
PED-0687;09/03/2023;CLI-3359;Feira de Santana;DF;Centro-Oeste;Brinquedos;Lego;2;1232,09;2464,18;TikTok Ads;5;1,60;Processando;;;
PED-0688;26/08/2023;CLI-6962;Niterói;BA;Nordeste;Eletrônicos;Fone Bluetooth;2;2488,65;4977,30;Influenciador;0;2,84;Cancelado;;;
PED-0689;12/03/2023;CLI-4584;Fortaleza;MG;Sudeste;Livros;Autoajuda;4;2741,61;10966,44;Instagram Ads;0;17,69;Entregue;2;5;Não
PED-0690;19/05/2023;CLI-8912;Brasília;SC;Sul;Beleza;Hidratante;1;2103,51;2103,51;Orgânico;25;19,26;Entregue;2;20;Não
PED-0691;06/09/2023;CLI-2222;Fortaleza;MS;Centro-Oeste;Alimentos;Vinho;4;367,00;1468,00;YouTube Ads;0;48,32;Em Transporte;;;
PED-0692;03/03/2024;CLI-9176;Juiz de Fora;BA;Nordeste;Moda;Tênis;3;2280,04;6840,12;YouTube Ads;15;35,84;Cancelado;;;
PED-0693;06/02/2023;CLI-3765;Niterói;AM;Norte;Livros;Autoajuda;4;391,53;1566,12;TikTok Ads;0;36,86;Em Transporte;;;
PED-0694;09/11/2023;CLI-8354;Fortaleza;PR;Sul;Alimentos;Café Especial;2;3004,10;6008,20;TikTok Ads;30;41,67;Cancelado;;;
PED-0695;22/08/2024;CLI-6851;Joinville;DF;Centro-Oeste;Brinquedos;Quebra-Cabeça;4;2312,51;9250,04;TikTok Ads;20;34,52;Entregue;1;16;Sim
PED-0696;27/09/2024;CLI-7393;Guarulhos;RJ;Sudeste;Moda;Camiseta;4;2095,78;8383,12;E-mail Marketing;10;13,70;Em Transporte;;;
PED-0697;06/11/2024;CLI-7097;Ribeirão Preto;MG;Sudeste;Casa;Vaso Decorativo;2;1866,67;3733,34;TikTok Ads;5;22,83;Em Transporte;;;
PED-0698;27/04/2023;CLI-1235;São José dos Campos;PB;Nordeste;Beleza;Protetor Solar;4;2758,70;11034,80;Instagram Ads;15;15,47;Em Transporte;;;
PED-0699;23/11/2023;CLI-7979;Teresina;PE;Nordeste;Eletrônicos;Smart Watch;5;2006,62;10033,10;Google Ads;25;6,61;Processando;;;
PED-0700;13/08/2023;CLI-1735;Vitória;PB;Nordeste;Alimentos;Kit Fitness;2;1929,00;3858,00;YouTube Ads;10;10,39;Devolvido;;6;
PED-0701;17/06/2023;CLI-5666;Niterói;GO;Centro-Oeste;Esportes;Tapete Yoga;5;1600,40;8002,00;Instagram Ads;5;41,39;Entregue;2;1;Não
PED-0702;02/01/2023;CLI-1097;Vitória;AP;Norte;Casa;Quadro;3;3353,59;10060,77;TikTok Ads;10;16,46;Entregue;3;20;Não
PED-0703;20/07/2023;CLI-8135;João Pessoa;AL;Nordeste;Beleza;Maquiagem;2;1545,17;3090,34;E-mail Marketing;5;0,30;Devolvido;;21;
PED-0704;20/03/2023;CLI-4683;Porto Velho;TO;Norte;Casa;Vaso Decorativo;2;2019,72;4039,44;E-mail Marketing;15;45,96;Em Transporte;;;
PED-0705;29/10/2023;CLI-9921;Brasília;BA;Nordeste;Eletrônicos;Smartphone;5;2124,42;10622,10;Orgânico;0;11,22;Em Transporte;;;
PED-0706;28/02/2024;CLI-3062;Belém;PE;Nordeste;Moda;Camiseta;5;1246,25;6231,25;Google Ads;0;36,63;Processando;;;
PED-0707;11/04/2023;CLI-8998;Niterói;MT;Centro-Oeste;Brinquedos;Quebra-Cabeça;3;424,31;1272,93;Influenciador;0;9,40;Processando;;;
PED-0708;20/05/2024;CLI-2356;Brasília;AM;Norte;Brinquedos;Lego;5;3339,08;16695,40;Instagram Ads;5;42,45;Processando;;;
PED-0709;07/12/2023;CLI-6466;João Pessoa;TO;Norte;Brinquedos;Carrinho;5;922,95;4614,75;TikTok Ads;30;15,66;Entregue;4;7;Não
PED-0710;16/09/2023;CLI-8654;São Paulo;RJ;Sudeste;Esportes;Haltere;3;636,86;1910,58;Orgânico;0;23,93;Devolvido;;9;
PED-0711;01/11/2023;CLI-5712;Recife;AL;Nordeste;Alimentos;Café Especial;5;593,78;2968,90;Orgânico;0;35,23;Em Transporte;;;
PED-0712;01/06/2023;CLI-1596;Maceió;SC;Sul;Brinquedos;Carrinho;4;738,32;2953,28;Orgânico;5;29,23;Entregue;5;10;Não
PED-0713;08/04/2023;CLI-3333;Manaus;ES;Sudeste;Moda;Relógio;2;1057,85;2115,70;Influenciador;0;37,10;Cancelado;;;
PED-0714;04/02/2023;CLI-7739;Cuiabá;ES;Sudeste;Esportes;Bola;2;2173,41;4346,82;Instagram Ads;25;44,47;Devolvido;;22;
PED-0715;11/08/2023;CLI-2729;Osasco;PB;Nordeste;Livros;Romance;3;672,18;2016,54;Orgânico;15;11,94;Processando;;;
PED-0716;01/04/2024;CLI-6963;Campo Grande;BA;Nordeste;Beleza;Shampoo;4;3204,36;12817,44;Google Ads;0;35,77;Processando;;;
PED-0717;20/05/2024;CLI-1373;Vitória;SC;Sul;Casa;Quadro;3;1247,85;3743,55;Facebook Ads;0;17,82;Processando;;;
PED-0718;10/04/2024;CLI-1699;Sorocaba;RN;Nordeste;Moda;Tênis;5;2458,41;12292,05;E-mail Marketing;5;29,04;Entregue;1;24;Sim
PED-0719;08/02/2024;CLI-1671;Teresina;GO;Centro-Oeste;Moda;Tênis;5;794,45;3972,25;Influenciador;0;42,72;Processando;;;
PED-0720;14/03/2023;CLI-9571;Fortaleza;GO;Centro-Oeste;Alimentos;Vinho;4;3455,99;13823,96;Influenciador;10;12,03;Devolvido;;4;
PED-0721;22/11/2023;CLI-8696;Campo Grande;SE;Nordeste;Beleza;Hidratante;2;1053,95;2107,90;Orgânico;0;6,21;Processando;;;
PED-0722;02/07/2023;CLI-6946;Curitiba;SE;Nordeste;Esportes;Tênis Corrida;4;2588,59;10354,36;Orgânico;0;39,63;Em Transporte;;;
PED-0723;23/08/2024;CLI-5295;Ribeirão Preto;ES;Sudeste;Eletrônicos;Notebook;2;45,37;90,74;Orgânico;30;8,49;Devolvido;;10;
PED-0724;12/11/2024;CLI-4681;João Pessoa;DF;Centro-Oeste;Livros;Autoajuda;4;2969,64;11878,56;Instagram Ads;0;11,93;Entregue;5;21;Não
PED-0725;23/03/2023;CLI-1652;Joinville;AM;Norte;Brinquedos;Quebra-Cabeça;1;1980,54;1980,54;TikTok Ads;20;28,84;Cancelado;;;
PED-0726;05/11/2023;CLI-2152;Uberlândia;SP;Sudeste;Beleza;Hidratante;2;1043,06;2086,12;Instagram Ads;20;6,23;Em Transporte;;;
PED-0727;31/05/2024;CLI-8153;Recife;PB;Nordeste;Livros;Técnico;4;1153,35;4613,40;YouTube Ads;10;32,30;Processando;;;
PED-0728;22/09/2023;CLI-3764;Niterói;BA;Nordeste;Eletrônicos;Smart Watch;1;2003,85;2003,85;Orgânico;10;13,17;Cancelado;;;
PED-0729;18/06/2023;CLI-1444;Aracaju;PE;Nordeste;Esportes;Garrafa Térmica;1;1895,86;1895,86;Orgânico;0;34,31;Em Transporte;;;
PED-0730;21/10/2023;CLI-5465;Uberlândia;PE;Nordeste;Esportes;Tapete Yoga;1;77,96;77,96;Influenciador;0;23,22;Em Transporte;;;
PED-0731;30/11/2023;CLI-4147;Florianópolis;DF;Centro-Oeste;Casa;Organizador;3;3388,32;10164,96;Instagram Ads;20;33,04;Processando;;;
PED-0732;15/04/2024;CLI-9972;Porto Velho;RS;Sul;Moda;Calça Jeans;5;2664,00;13320,00;Google Ads;0;10,73;Em Transporte;;;
PED-0733;21/06/2023;CLI-3733;Cuiabá;MG;Sudeste;Casa;Organizador;4;2502,62;10010,48;YouTube Ads;30;16,11;Devolvido;;13;
PED-0734;22/02/2024;CLI-4725;São Paulo;ES;Sudeste;Moda;Bolsa;2;417,23;834,46;Facebook Ads;25;8,19;Cancelado;;;
PED-0735;13/10/2023;CLI-3788;Fortaleza;PA;Norte;Alimentos;Café Especial;4;1525,68;6102,72;Google Ads;0;31,47;Entregue;5;24;Não
PED-0736;04/08/2024;CLI-4138;Osasco;RO;Norte;Alimentos;Cesta Orgânica;4;1394,64;5578,56;Instagram Ads;25;44,67;Processando;;;
PED-0737;20/09/2024;CLI-6529;Vitória;PI;Nordeste;Beleza;Protetor Solar;1;3062,80;3062,80;E-mail Marketing;20;31,45;Processando;;;
PED-0738;06/10/2023;CLI-6862;Campinas;PR;Sul;Brinquedos;Quebra-Cabeça;4;3352,60;13410,40;Orgânico;0;23,29;Entregue;3;16;Não
PED-0739;26/12/2023;CLI-3264;Aparecida de Goiânia;AM;Norte;Casa;Luminária;2;2908,73;5817,46;Influenciador;30;48,49;Entregue;3;7;Não
PED-0740;06/02/2023;CLI-9877;Rio de Janeiro;RR;Norte;Esportes;Garrafa Térmica;5;3010,09;15050,45;Google Ads;0;40,49;Processando;;;
PED-0741;30/06/2024;CLI-8079;Florianópolis;PA;Norte;Brinquedos;Boneca;2;2613,72;5227,44;Influenciador;15;2,13;Devolvido;;4;
PED-0742;19/12/2024;CLI-8581;Florianópolis;RR;Norte;Casa;Organizador;4;2526,62;10106,48;TikTok Ads;10;40,85;Processando;;;
PED-0743;04/12/2023;CLI-1266;Porto Alegre;AC;Norte;Eletrônicos;Fone Bluetooth;2;2073,42;4146,84;TikTok Ads;15;7,84;Em Transporte;;;
PED-0744;30/10/2023;CLI-6550;Feira de Santana;PA;Norte;Moda;Calça Jeans;3;1614,24;4842,72;Facebook Ads;20;14,70;Entregue;1;6;Sim
PED-0745;09/06/2024;CLI-1041;Brasília;MA;Nordeste;Beleza;Maquiagem;1;1877,78;1877,78;Instagram Ads;15;17,90;Processando;;;
PED-0746;14/06/2024;CLI-1013;Niterói;PB;Nordeste;Brinquedos;Boneca;2;1056,08;2112,16;E-mail Marketing;0;19,80;Cancelado;;;
PED-0747;09/11/2023;CLI-3593;Belém;ES;Sudeste;Moda;Camiseta;1;621,47;621,47;Influenciador;0;6,27;Em Transporte;;;
PED-0748;14/08/2023;CLI-8785;Rio de Janeiro;RR;Norte;Brinquedos;Quebra-Cabeça;1;134,67;134,67;Google Ads;5;8,97;Em Transporte;;;
PED-0749;18/04/2024;CLI-4494;Curitiba;MG;Sudeste;Alimentos;Chocolate;2;3088,28;6176,56;Facebook Ads;0;47,18;Entregue;3;16;Sim
PED-0750;13/11/2023;CLI-2048;Aracaju;BA;Nordeste;Beleza;Maquiagem;5;1925,86;9629,30;Google Ads;10;3,67;Cancelado;;;
PED-0751;31/07/2023;CLI-9670;Joinville;SE;Nordeste;Eletrônicos;Smartphone;4;1398,22;5592,88;E-mail Marketing;0;14,26;Em Transporte;;;
PED-0752;20/04/2024;CLI-9787;Campo Grande;RN;Nordeste;Moda;Relógio;2;2079,56;4159,12;E-mail Marketing;30;8,43;Processando;;;
PED-0753;02/04/2024;CLI-5922;Aracaju;RO;Norte;Beleza;Maquiagem;3;72,85;218,55;TikTok Ads;5;37,60;Processando;;;
PED-0754;01/11/2023;CLI-3175;Belo Horizonte;GO;Centro-Oeste;Brinquedos;Carrinho;2;830,02;1660,04;Facebook Ads;0;8,44;Entregue;3;4;Não
PED-0755;29/09/2023;CLI-9514;Natal;BA;Nordeste;Brinquedos;Carrinho;5;1974,51;9872,55;YouTube Ads;0;1,49;Em Transporte;;;
PED-0756;06/04/2024;CLI-4536;Aparecida de Goiânia;PR;Sul;Alimentos;Kit Fitness;3;2929,11;8787,33;TikTok Ads;30;49,72;Processando;;;
PED-0757;12/01/2024;CLI-1309;Cuiabá;SE;Nordeste;Moda;Relógio;1;3080,60;3080,60;YouTube Ads;0;4,29;Entregue;3;1;Sim
PED-0758;05/02/2023;CLI-7968;Belém;SC;Sul;Brinquedos;Boneca;5;1666,86;8334,30;Facebook Ads;5;24,07;Processando;;;
PED-0759;05/06/2023;CLI-4045;Belém;DF;Centro-Oeste;Esportes;Tapete Yoga;2;593,40;1186,80;E-mail Marketing;0;29,29;Devolvido;;21;
PED-0760;27/02/2023;CLI-2494;Goiânia;MG;Sudeste;Casa;Luminária;2;714,60;1429,20;Instagram Ads;10;22,60;Em Transporte;;;
PED-0761;01/03/2024;CLI-3429;Manaus;DF;Centro-Oeste;Casa;Vaso Decorativo;1;77,69;77,69;TikTok Ads;5;30,74;Em Transporte;;;
PED-0762;08/08/2024;CLI-8895;Belém;GO;Centro-Oeste;Casa;Almofada;4;2005,25;8021,00;Orgânico;25;7,87;Processando;;;
PED-0763;10/02/2023;CLI-8776;Vitória;SE;Nordeste;Casa;Almofada;4;1687,68;6750,72;YouTube Ads;0;14,15;Devolvido;;11;
PED-0764;13/09/2023;CLI-4250;Campo Grande;PB;Nordeste;Brinquedos;Lego;2;450,91;901,82;Orgânico;0;13,42;Cancelado;;;
PED-0765;16/03/2024;CLI-6896;Osasco;MT;Centro-Oeste;Esportes;Tênis Corrida;2;3369,65;6739,30;TikTok Ads;30;29,25;Entregue;5;20;Não
PED-0766;03/01/2024;CLI-7598;Curitiba;RR;Norte;Casa;Luminária;1;1668,49;1668,49;Influenciador;30;40,38;Entregue;5;18;Não
PED-0767;10/03/2024;CLI-7977;Recife;PR;Sul;Eletrônicos;Smartphone;2;2735,96;5471,92;E-mail Marketing;20;11,20;Entregue;3;21;Não
PED-0768;31/12/2023;CLI-3567;Belém;SP;Sudeste;Brinquedos;Quebra-Cabeça;2;1959,20;3918,40;YouTube Ads;20;11,55;Processando;;;
PED-0769;05/10/2023;CLI-9358;Belém;PR;Sul;Moda;Bolsa;5;2959,08;14795,40;Facebook Ads;10;11,43;Cancelado;;;
PED-0770;08/04/2023;CLI-7250;Osasco;DF;Centro-Oeste;Moda;Relógio;3;2029,50;6088,50;E-mail Marketing;15;6,09;Cancelado;;;
PED-0771;15/01/2024;CLI-8885;Salvador;PI;Nordeste;Moda;Bolsa;4;1116,51;4466,04;E-mail Marketing;15;10,45;Devolvido;;10;
PED-0772;01/05/2024;CLI-5567;Florianópolis;MS;Centro-Oeste;Beleza;Perfume;5;1303,66;6518,30;YouTube Ads;25;5,11;Em Transporte;;;
PED-0773;18/07/2024;CLI-1033;Salvador;RR;Norte;Livros;HQ/Mangá;2;914,00;1828,00;Orgânico;10;26,79;Em Transporte;;;
PED-0774;24/07/2024;CLI-9200;Manaus;MT;Centro-Oeste;Brinquedos;Quebra-Cabeça;3;1073,69;3221,07;Influenciador;20;0,90;Cancelado;;;
PED-0775;22/04/2023;CLI-6157;Juiz de Fora;SP;Sudeste;Brinquedos;Quebra-Cabeça;1;2745,58;2745,58;Google Ads;25;1,98;Devolvido;;15;
PED-0776;03/11/2024;CLI-3935;Natal;RR;Norte;Esportes;Tênis Corrida;2;3296,99;6593,98;Instagram Ads;10;4,35;Em Transporte;;;
PED-0777;08/01/2023;CLI-6398;Salvador;MA;Nordeste;Alimentos;Vinho;3;2887,62;8662,86;Orgânico;0;30,95;Em Transporte;;;
PED-0778;29/09/2023;CLI-9095;Natal;PR;Sul;Brinquedos;Quebra-Cabeça;4;1812,07;7248,28;TikTok Ads;25;7,78;Cancelado;;;
PED-0779;15/06/2024;CLI-4182;Fortaleza;RO;Norte;Esportes;Bola;5;422,62;2113,10;YouTube Ads;0;13,50;Em Transporte;;;
PED-0780;26/03/2024;CLI-1564;Maceió;SP;Sudeste;Beleza;Shampoo;3;940,71;2822,13;E-mail Marketing;20;10,09;Devolvido;;5;
PED-0781;02/06/2023;CLI-8045;Uberlândia;PB;Nordeste;Livros;Romance;4;703,44;2813,76;YouTube Ads;10;37,61;Em Transporte;;;
PED-0782;27/12/2024;CLI-6622;Cuiabá;GO;Centro-Oeste;Eletrônicos;Fone Bluetooth;1;2509,15;2509,15;Orgânico;20;25,34;Devolvido;;6;
PED-0783;24/07/2023;CLI-2263;Guarulhos;RN;Nordeste;Alimentos;Cesta Orgânica;4;1085,71;4342,84;Orgânico;0;40,97;Cancelado;;;
PED-0784;21/01/2024;CLI-8221;Fortaleza;PR;Sul;Eletrônicos;Smartphone;4;1054,79;4219,16;Instagram Ads;30;10,50;Em Transporte;;;
PED-0785;09/10/2024;CLI-1245;Fortaleza;ES;Sudeste;Beleza;Maquiagem;2;2540,94;5081,88;Orgânico;25;14,44;Processando;;;
PED-0786;20/10/2023;CLI-5213;Cuiabá;AL;Nordeste;Eletrônicos;Fone Bluetooth;1;390,70;390,70;YouTube Ads;25;43,70;Cancelado;;;
PED-0787;23/05/2023;CLI-1526;São Paulo;ES;Sudeste;Esportes;Tênis Corrida;5;2570,41;12852,05;Facebook Ads;0;15,73;Processando;;;
PED-0788;08/08/2024;CLI-3625;Niterói;MA;Nordeste;Esportes;Bola;5;2220,31;11101,55;Facebook Ads;0;48,90;Processando;;;
PED-0789;20/01/2024;CLI-8741;Porto Alegre;MA;Nordeste;Eletrônicos;Notebook;1;1175,77;1175,77;Orgânico;25;18,06;Processando;;;
PED-0790;09/11/2024;CLI-9128;São José dos Campos;PB;Nordeste;Esportes;Garrafa Térmica;4;1758,00;7032,00;Facebook Ads;10;41,11;Em Transporte;;;
PED-0791;30/08/2024;CLI-8134;Guarulhos;CE;Nordeste;Brinquedos;Boneca;1;3055,98;3055,98;Instagram Ads;5;32,14;Processando;;;
PED-0792;15/06/2024;CLI-4844;Ribeirão Preto;AC;Norte;Esportes;Bola;4;2118,85;8475,40;E-mail Marketing;30;47,52;Processando;;;
PED-0793;28/03/2024;CLI-1074;Ribeirão Preto;PA;Norte;Beleza;Hidratante;5;1255,73;6278,65;YouTube Ads;20;27,78;Processando;;;
PED-0794;13/08/2023;CLI-3022;Maringá;PR;Sul;Esportes;Tapete Yoga;4;549,72;2198,88;Facebook Ads;15;45,73;Entregue;4;6;Não
PED-0795;03/06/2023;CLI-9976;Maceió;AC;Norte;Esportes;Tênis Corrida;4;3015,73;12062,92;Instagram Ads;20;10,44;Processando;;;
PED-0796;11/09/2023;CLI-9661;Curitiba;SP;Sudeste;Esportes;Tênis Corrida;4;627,88;2511,52;Orgânico;0;32,72;Em Transporte;;;
PED-0797;19/03/2023;CLI-7219;Campo Grande;RR;Norte;Alimentos;Cesta Orgânica;4;368,78;1475,12;E-mail Marketing;15;42,94;Em Transporte;;;
PED-0798;10/09/2024;CLI-9718;Santos;BA;Nordeste;Esportes;Tênis Corrida;2;2186,35;4372,70;Instagram Ads;5;28,40;Cancelado;;;
PED-0799;20/08/2023;CLI-3160;Belém;RR;Norte;Brinquedos;Lego;1;1125,89;1125,89;Instagram Ads;10;44,69;Cancelado;;;
PED-0800;17/05/2024;CLI-9501;Fortaleza;MA;Nordeste;Moda;Relógio;1;641,36;641,36;Google Ads;20;34,78;Cancelado;;;
PED-0801;13/01/2023;CLI-6496;Ribeirão Preto;BA;Nordeste;Brinquedos;Quebra-Cabeça;5;247,19;1235,95;Google Ads;15;47,39;Processando;;;
PED-0802;04/12/2024;CLI-7783;Maringá;AL;Nordeste;Livros;HQ/Mangá;2;1763,25;3526,50;Orgânico;0;0,89;Cancelado;;;
PED-0803;09/01/2024;CLI-3969;Cuiabá;BA;Nordeste;Alimentos;Kit Fitness;3;1375,40;4126,20;Google Ads;25;24,48;Em Transporte;;;
PED-0804;23/02/2024;CLI-9242;Juiz de Fora;PE;Nordeste;Beleza;Hidratante;3;2463,66;7390,98;Google Ads;25;35,91;Devolvido;;8;
PED-0805;01/01/2023;CLI-6175;Niterói;TO;Norte;Brinquedos;Jogo de Tabuleiro;3;195,52;586,56;E-mail Marketing;30;48,75;Devolvido;;22;
PED-0806;07/11/2023;CLI-8943;Ribeirão Preto;RJ;Sudeste;Moda;Calça Jeans;2;2151,18;4302,36;Google Ads;30;15,02;Em Transporte;;;
PED-0807;13/06/2024;CLI-7592;Aparecida de Goiânia;AM;Norte;Moda;Camiseta;3;3026,81;9080,43;TikTok Ads;10;46,86;Processando;;;
PED-0808;08/12/2024;CLI-8809;Uberlândia;MG;Sudeste;Alimentos;Chocolate;1;3102,47;3102,47;Facebook Ads;25;44,38;Entregue;3;8;Não
PED-0809;07/03/2024;CLI-8243;Belo Horizonte;RR;Norte;Esportes;Bola;3;414,04;1242,12;TikTok Ads;0;45,21;Cancelado;;;
PED-0810;27/05/2023;CLI-2013;Niterói;AL;Nordeste;Livros;HQ/Mangá;5;2106,22;10531,10;Orgânico;0;47,92;Em Transporte;;;
PED-0811;07/03/2023;CLI-5802;Ribeirão Preto;SC;Sul;Livros;Romance;3;1197,95;3593,85;YouTube Ads;20;20,10;Cancelado;;;
PED-0812;06/03/2024;CLI-1535;Joinville;ES;Sudeste;Brinquedos;Carrinho;1;2670,13;2670,13;Instagram Ads;15;43,89;Entregue;3;4;Não
PED-0813;19/01/2024;CLI-4858;Belém;BA;Nordeste;Eletrônicos;Smart Watch;1;3168,18;3168,18;Orgânico;0;22,35;Em Transporte;;;
PED-0814;02/05/2024;CLI-2710;João Pessoa;RS;Sul;Esportes;Tapete Yoga;1;1021,10;1021,10;Google Ads;5;2,08;Em Transporte;;;
PED-0815;07/03/2023;CLI-1959;Manaus;RS;Sul;Beleza;Maquiagem;5;1480,88;7404,40;Influenciador;20;44,66;Devolvido;;24;
PED-0816;18/11/2023;CLI-5258;Guarulhos;RS;Sul;Brinquedos;Boneca;5;2484,80;12424,00;Orgânico;0;35,75;Em Transporte;;;
PED-0817;28/11/2023;CLI-3876;Curitiba;SC;Sul;Moda;Camiseta;4;2046,16;8184,64;YouTube Ads;10;43,00;Devolvido;;13;
PED-0818;15/01/2024;CLI-5460;São Paulo;SC;Sul;Eletrônicos;Smartphone;3;702,23;2106,69;TikTok Ads;20;9,17;Processando;;;
PED-0819;20/10/2023;CLI-2389;Juiz de Fora;SC;Sul;Alimentos;Café Especial;3;716,73;2150,19;Google Ads;0;31,13;Cancelado;;;
PED-0820;29/07/2024;CLI-5535;São José dos Campos;SP;Sudeste;Moda;Calça Jeans;4;2389,37;9557,48;Influenciador;25;38,42;Devolvido;;11;
PED-0821;24/02/2024;CLI-7493;Niterói;ES;Sudeste;Beleza;Perfume;5;47,81;239,05;Influenciador;15;10,73;Em Transporte;;;
PED-0822;15/04/2023;CLI-7412;Londrina;PA;Norte;Brinquedos;Jogo de Tabuleiro;1;2591,61;2591,61;Orgânico;25;13,12;Devolvido;;1;
PED-0823;16/12/2024;CLI-7469;Goiânia;MT;Centro-Oeste;Moda;Camiseta;3;1920,39;5761,17;Instagram Ads;0;3,71;Devolvido;;24;
PED-0824;21/10/2023;CLI-6696;Teresina;PA;Norte;Alimentos;Cesta Orgânica;2;1495,34;2990,68;YouTube Ads;10;46,92;Entregue;1;6;Não
PED-0825;07/03/2023;CLI-6955;Niterói;MG;Sudeste;Casa;Vaso Decorativo;5;1671,62;8358,10;Influenciador;20;10,30;Devolvido;;25;
PED-0826;22/01/2023;CLI-7711;Natal;RJ;Sudeste;Alimentos;Chocolate;1;2722,25;2722,25;YouTube Ads;25;17,38;Processando;;;
PED-0827;22/06/2024;CLI-7542;Rio de Janeiro;RR;Norte;Moda;Calça Jeans;3;3114,07;9342,21;Facebook Ads;10;11,40;Processando;;;
PED-0828;23/08/2024;CLI-9182;Joinville;CE;Nordeste;Brinquedos;Lego;5;3100,03;15500,15;Orgânico;0;19,00;Processando;;;
PED-0829;12/11/2023;CLI-2015;Niterói;RO;Norte;Moda;Tênis;4;2393,81;9575,24;TikTok Ads;10;17,95;Entregue;5;25;Não
PED-0830;17/03/2024;CLI-3346;Feira de Santana;DF;Centro-Oeste;Alimentos;Café Especial;1;1388,35;1388,35;Influenciador;0;5,44;Processando;;;
PED-0831;12/01/2023;CLI-4618;Curitiba;GO;Centro-Oeste;Moda;Calça Jeans;4;1297,07;5188,28;Instagram Ads;25;6,14;Em Transporte;;;
PED-0832;12/03/2024;CLI-5305;Salvador;GO;Centro-Oeste;Eletrônicos;Smart Watch;5;1924,09;9620,45;Google Ads;25;9,59;Em Transporte;;;
PED-0833;08/04/2023;CLI-6381;Salvador;PA;Norte;Brinquedos;Quebra-Cabeça;2;1471,34;2942,68;Instagram Ads;0;34,06;Entregue;2;3;Não
PED-0834;20/07/2023;CLI-9480;Sorocaba;AM;Norte;Casa;Vaso Decorativo;1;1835,10;1835,10;YouTube Ads;0;35,92;Cancelado;;;
PED-0835;21/07/2023;CLI-5930;Ribeirão Preto;PB;Nordeste;Moda;Calça Jeans;3;3282,26;9846,78;Google Ads;10;28,38;Cancelado;;;
PED-0836;02/11/2024;CLI-8480;Brasília;DF;Centro-Oeste;Esportes;Tênis Corrida;3;1222,97;3668,91;Instagram Ads;20;40,03;Devolvido;;23;
PED-0837;01/12/2023;CLI-1085;Belo Horizonte;SC;Sul;Brinquedos;Jogo de Tabuleiro;3;2137,59;6412,77;Orgânico;5;43,62;Em Transporte;;;
PED-0838;04/10/2024;CLI-5578;Sorocaba;AP;Norte;Eletrônicos;Fone Bluetooth;4;2890,30;11561,20;Facebook Ads;30;30,99;Em Transporte;;;
PED-0839;07/11/2024;CLI-3907;Brasília;RS;Sul;Livros;Técnico;3;160,48;481,44;YouTube Ads;15;39,01;Processando;;;
PED-0840;22/05/2023;CLI-7675;Recife;RN;Nordeste;Eletrônicos;Fone Bluetooth;2;3367,98;6735,96;Facebook Ads;15;27,43;Devolvido;;3;
PED-0841;12/01/2023;CLI-7747;Maringá;MT;Centro-Oeste;Alimentos;Chocolate;3;2936,83;8810,49;Facebook Ads;15;19,74;Processando;;;
PED-0842;20/08/2024;CLI-4036;Niterói;SE;Nordeste;Alimentos;Chocolate;1;1541,33;1541,33;YouTube Ads;0;26,09;Em Transporte;;;
PED-0843;29/01/2023;CLI-7160;Recife;CE;Nordeste;Moda;Calça Jeans;4;1777,56;7110,24;Orgânico;5;10,76;Entregue;5;25;Não
