ID;Idade;Genero;Escolaridade;Renda_Faixa;Regiao;Plataforma_Principal;Horas_Dia_Media;Dispositivo_Principal;Freq_Uso_Noticias;Confianca_Midia_1a10;Compartilha_Noticias;Assina_Jornal_Digital;Gasto_Mensal_Midia_R$;Satisfacao_Conteudo_1a10;Cluster_Sugerido
748;25;Masculino;Médio;10-20 SM;Nordeste;Spotify;5.4;Notebook;Várias vezes ao dia;7;Sim;Não;180.2;6;Heavy Digital
749;27;Feminino;Pós-Graduação;2-5 SM;Norte;YouTube;2.2;Smartphone;Nunca;6;Não;Sim;178.34;3;Info Seeker
750;18;Masculino;Superior Incompleto;5-10 SM;Norte;YouTube;3.0;Desktop;Nunca;4;Sim;Não;11.26;10;Tradicional
751;23;Feminino;Fundamental;2-5 SM;Sudeste;Instagram;5.0;Notebook;Várias vezes ao dia;5;Não;Não;104.34;7;Consumidor Moderado
752;18;Feminino;Superior Incompleto;2-5 SM;Sul;Instagram;3.7;Smartphone;Raramente;6;Não;Não;13.29;10;Consumidor Moderado
753;23;Feminino;Pós-Graduação;5-10 SM;Nordeste;YouTube;7.6;Notebook;Nunca;6;Sim;Não;141.46;10;Info Seeker
754;47;Masculino;Médio;2-5 SM;Sul;LinkedIn;3.0;Smartphone;Raramente;6;Não;Não;72.32;10;Consumidor Moderado
755;23;Masculino;Superior Completo;Até 2 SM;Sudeste;Instagram;5.1;Notebook;Nunca;4;Não;Não;77.09;8;Info Seeker
756;66;Masculino;Superior Incompleto;2-5 SM;Norte;WhatsApp;2.1;Smartphone;Várias vezes ao dia;9;Sim;Sim;20.25;7;Info Seeker
757;40;Masculino;Pós-Graduação;5-10 SM;Norte;Facebook;2.6;Smartphone;Várias vezes ao dia;6;Não;Não;58.59;5;Consumidor Moderado
758;37;Feminino;Pós-Graduação;Até 2 SM;Sul;TikTok;4.9;Smartphone;Diariamente;5;Não;Não;9.48;3;Heavy Digital
759;24;Masculino;Pós-Graduação;Acima 20 SM;Sudeste;WhatsApp;4.5;Smartphone;Várias vezes ao dia;6;Não;Não;8.4;8;Consumidor Moderado
760;43;Masculino;Superior Completo;Até 2 SM;Nordeste;WhatsApp;2.3;Desktop;Raramente;7;Não;Sim;124.08;7;Consumidor Moderado
761;28;Masculino;Fundamental;Até 2 SM;Norte;Instagram;2.1;Notebook;Semanalmente;7;Sim;Não;63.7;9;Heavy Digital
762;36;Masculino;Superior Incompleto;2-5 SM;Nordeste;Globoplay;4.9;Desktop;Nunca;7;Não;Não;4.66;3;Tradicional
763;65;Feminino;Fundamental;10-20 SM;Nordeste;WhatsApp;1.7;Notebook;Diariamente;8;Não;Não;160.39;5;Heavy Digital
764;33;Feminino;Superior Incompleto;2-5 SM;Norte;TikTok;4.2;Smartphone;Diariamente;4;Não;Sim;45.37;10;Tradicional
765;48;Masculino;Superior Completo;Até 2 SM;Sul;LinkedIn;3.9;Tablet;Semanalmente;7;Não;Não;166.18;5;Heavy Digital
766;26;Masculino;Superior Incompleto;10-20 SM;Nordeste;Spotify;3.9;Smart TV;Raramente;5;Não;Não;166.15;7;Heavy Digital
767;34;Feminino;Superior Incompleto;2-5 SM;Nordeste;YouTube;3.1;Notebook;Várias vezes ao dia;6;Não;Não;95.25;7;Consumidor Moderado
768;56;Feminino;Médio;Até 2 SM;Centro-Oeste;Facebook;2.4;Smartphone;Nunca;8;Sim;Sim;113.56;7;Consumidor Moderado
769;27;Feminino;Fundamental;2-5 SM;Norte;Instagram;4.6;Smartphone;Nunca;7;Não;Não;65.25;4;Consumidor Moderado
770;56;Masculino;Superior Incompleto;2-5 SM;Nordeste;Facebook;1.5;Smartphone;Semanalmente;5;Sim;Não;39.37;10;Tradicional
771;43;Masculino;Superior Incompleto;10-20 SM;Norte;Globoplay;4.0;Smart TV;Diariamente;5;Não;Não;189.79;3;Info Seeker
772;28;Masculino;Superior Completo;Até 2 SM;Norte;WhatsApp;5.2;Smart TV;Várias vezes ao dia;6;Sim;Não;132.94;8;Consumidor Moderado
773;42;Masculino;Médio;2-5 SM;Nordeste;WhatsApp;1.4;Smartphone;Raramente;4;Não;Não;69.23;4;Heavy Digital
774;46;Feminino;Médio;2-5 SM;Nordeste;Netflix;3.0;Notebook;Raramente;5;Não;Não;166.17;9;Tradicional
775;42;Masculino;Superior Incompleto;Até 2 SM;Norte;TikTok;1.3;Desktop;Raramente;6;Sim;Não;69.99;6;Tradicional
776;18;Masculino;Pós-Graduação;Até 2 SM;Nordeste;Instagram;8.0;Smartphone;Diariamente;4;Sim;Não;180.11;8;Heavy Digital
777;26;Feminino;Pós-Graduação;Acima 20 SM;Norte;Netflix;4.4;Smartphone;Semanalmente;6;Sim;Não;27.91;5;Heavy Digital
778;32;Feminino;Fundamental;Até 2 SM;Nordeste;X/Twitter;2.3;Smartphone;Nunca;3;Sim;Não;195.09;7;Consumidor Moderado
779;34;Masculino;Superior Incompleto;Até 2 SM;Norte;YouTube;5.4;Notebook;Diariamente;5;Não;Não;121.28;6;Heavy Digital
780;42;Masculino;Superior Incompleto;5-10 SM;Norte;X/Twitter;1.2;Smartphone;Nunca;5;Sim;Não;128.23;7;Consumidor Moderado
781;37;Feminino;Superior Completo;10-20 SM;Nordeste;LinkedIn;4.0;Smartphone;Semanalmente;4;Sim;Não;180.14;6;Consumidor Moderado
782;18;Feminino;Superior Incompleto;2-5 SM;Norte;Instagram;7.6;Smartphone;Nunca;5;Não;Não;75.92;3;Consumidor Moderado
783;39;Masculino;Superior Completo;Até 2 SM;Nordeste;WhatsApp;5.9;Notebook;Semanalmente;6;Não;Não;113.24;10;Heavy Digital
784;42;Masculino;Superior Completo;5-10 SM;Centro-Oeste;YouTube;1.9;Desktop;Várias vezes ao dia;5;Não;Sim;61.14;6;Tradicional
785;41;Masculino;Fundamental;Acima 20 SM;Norte;Instagram;2.5;Smartphone;Várias vezes ao dia;4;Não;Não;101.56;4;Heavy Digital
786;47;Feminino;Superior Completo;Até 2 SM;Nordeste;TikTok;2.0;Smartphone;Várias vezes ao dia;4;Sim;Não;181.21;10;Consumidor Moderado
787;45;Masculino;Pós-Graduação;2-5 SM;Norte;Facebook;3.3;Smartphone;Semanalmente;5;Não;Não;149.39;6;Heavy Digital
788;40;Masculino;Pós-Graduação;Até 2 SM;Nordeste;Globoplay;3.6;Desktop;Diariamente;6;Sim;Não;108.95;8;Info Seeker
789;34;Masculino;Superior Completo;2-5 SM;Sudeste;TikTok;3.7;Smartphone;Várias vezes ao dia;6;Não;Não;55.52;8;Tradicional
790;18;Masculino;Pós-Graduação;5-10 SM;Nordeste;YouTube;3.7;Tablet;Diariamente;4;Sim;Não;188.41;6;Tradicional
791;40;Masculino;Médio;10-20 SM;Nordeste;X/Twitter;1.1;Desktop;Raramente;8;Sim;Não;180.6;10;Consumidor Moderado
792;37;Feminino;Médio;10-20 SM;Nordeste;Facebook;4.9;Desktop;Semanalmente;4;Não;Não;65.18;10;Heavy Digital
793;38;Feminino;Superior Completo;Até 2 SM;Sudeste;LinkedIn;3.5;Notebook;Diariamente;6;Sim;Não;59.13;9;Info Seeker
794;19;Masculino;Superior Incompleto;5-10 SM;Sudeste;Spotify;7.8;Desktop;Nunca;6;Sim;Não;110.96;8;Consumidor Moderado
795;22;Feminino;Superior Incompleto;Até 2 SM;Nordeste;Instagram;4.0;Smartphone;Várias vezes ao dia;3;Não;Não;36.85;3;Heavy Digital
796;47;Feminino;Superior Incompleto;2-5 SM;Sul;LinkedIn;3.4;Smartphone;Raramente;8;Não;Não;142.81;7;Consumidor Moderado
797;34;Feminino;Superior Completo;5-10 SM;Nordeste;Instagram;4.6;Notebook;Várias vezes ao dia;5;Não;Não;126.12;7;Heavy Digital
798;43;Masculino;Superior Incompleto;5-10 SM;Norte;Globoplay;1.7;Smartphone;Várias vezes ao dia;7;Não;Não;197.57;10;Heavy Digital
799;35;Masculino;Pós-Graduação;2-5 SM;Nordeste;Netflix;2.2;Smartphone;Diariamente;4;Sim;Não;115.17;8;Consumidor Moderado
800;35;Masculino;Médio;5-10 SM;Nordeste;Instagram;4.3;Smartphone;Várias vezes ao dia;3;Não;Não;172.67;5;Consumidor Moderado
801;46;Feminino;Superior Completo;10-20 SM;Nordeste;Spotify;3.7;Smartphone;Várias vezes ao dia;8;Não;Não;11.66;9;Consumidor Moderado
802;28;Feminino;Médio;10-20 SM;Norte;X/Twitter;3.5;Smartphone;Raramente;6;Sim;Não;69.68;5;Tradicional
803;36;Masculino;Superior Incompleto;5-10 SM;Sudeste;Instagram;5.3;Smartphone;Semanalmente;4;Sim;Não;182.98;9;Tradicional
804;29;Masculino;Médio;2-5 SM;Centro-Oeste;X/Twitter;4.5;Smartphone;Raramente;5;Não;Não;146.41;7;Consumidor Moderado
805;29;Masculino;Fundamental;10-20 SM;Norte;YouTube;4.9;Smartphone;Várias vezes ao dia;5;Sim;Não;88.72;6;Consumidor Moderado
806;31;Masculino;Superior Completo;Até 2 SM;Centro-Oeste;WhatsApp;2.4;Smartphone;Semanalmente;6;Não;Não;137.02;6;Heavy Digital
807;37;Feminino;Médio;Até 2 SM;Norte;X/Twitter;5.6;Smartphone;Várias vezes ao dia;4;Sim;Sim;98.76;8;Consumidor Moderado
808;29;Feminino;Fundamental;Até 2 SM;Norte;Globoplay;3.7;Smartphone;Várias vezes ao dia;3;Não;Sim;179.44;5;Tradicional
809;50;Masculino;Pós-Graduação;Acima 20 SM;Centro-Oeste;WhatsApp;3.3;Smartphone;Nunca;8;Sim;Sim;78.95;9;Info Seeker
810;24;Feminino;Superior Completo;Até 2 SM;Sudeste;Instagram;4.6;Smartphone;Raramente;4;Sim;Não;92.19;4;Info Seeker
811;32;Feminino;Superior Incompleto;10-20 SM;Centro-Oeste;Instagram;5.7;Smartphone;Nunca;4;Sim;Não;107.2;8;Heavy Digital
812;29;Feminino;Superior Completo;10-20 SM;Norte;Instagram;4.2;Smartphone;Várias vezes ao dia;4;Não;Não;123.23;5;Info Seeker
813;52;Masculino;Pós-Graduação;Acima 20 SM;Sul;TikTok;2.0;Smart TV;Diariamente;4;Sim;Não;132.22;4;Heavy Digital
814;37;Feminino;Superior Completo;2-5 SM;Centro-Oeste;Instagram;2.2;Smartphone;Nunca;5;Sim;Não;106.8;9;Heavy Digital
815;47;Feminino;Superior Completo;Até 2 SM;Norte;WhatsApp;1.9;Notebook;Semanalmente;8;Sim;Não;164.15;3;Tradicional
816;18;Masculino;Superior Completo;2-5 SM;Centro-Oeste;YouTube;7.3;Notebook;Diariamente;2;Não;Não;197.4;8;Consumidor Moderado
817;38;Masculino;Superior Incompleto;Até 2 SM;Nordeste;YouTube;4.2;Smartphone;Raramente;4;Sim;Não;115.65;5;Consumidor Moderado
818;45;Feminino;Médio;2-5 SM;Sudeste;WhatsApp;2.7;Notebook;Nunca;8;Sim;Não;63.43;7;Tradicional
819;35;Masculino;Superior Incompleto;5-10 SM;Centro-Oeste;Netflix;4.7;Notebook;Nunca;4;Não;Não;68.63;6;Heavy Digital
820;47;Feminino;Superior Completo;5-10 SM;Centro-Oeste;LinkedIn;2.0;Smartphone;Diariamente;4;Sim;Não;19.37;3;Consumidor Moderado
821;28;Feminino;Médio;Até 2 SM;Centro-Oeste;LinkedIn;3.2;Notebook;Diariamente;7;Sim;Não;187.16;10;Consumidor Moderado
822;51;Masculino;Pós-Graduação;Até 2 SM;Centro-Oeste;TikTok;2.5;Notebook;Raramente;5;Não;Sim;194.84;10;Tradicional
823;62;Masculino;Pós-Graduação;10-20 SM;Norte;Instagram;1.6;Smartphone;Raramente;6;Sim;Não;198.88;4;Consumidor Moderado
824;30;Masculino;Superior Completo;Até 2 SM;Nordeste;Instagram;3.1;Smartphone;Várias vezes ao dia;7;Sim;Sim;167.64;5;Tradicional
825;29;Feminino;Fundamental;5-10 SM;Centro-Oeste;LinkedIn;4.4;Tablet;Nunca;5;Sim;Não;127.25;4;Consumidor Moderado
826;52;Masculino;Superior Completo;5-10 SM;Nordeste;LinkedIn;3.8;Smart TV;Semanalmente;6;Sim;Não;183.94;7;Consumidor Moderado
827;53;Feminino;Médio;10-20 SM;Sudeste;Netflix;2.1;Smart TV;Nunca;8;Não;Não;176.79;4;Consumidor Moderado
828;28;Masculino;Superior Completo;5-10 SM;Nordeste;X/Twitter;4.8;Tablet;Diariamente;7;Sim;Não;26.26;9;Consumidor Moderado
829;29;Masculino;Pós-Graduação;Até 2 SM;Norte;WhatsApp;4.1;Smartphone;Nunca;7;Não;Não;169.16;5;Tradicional
830;31;Feminino;Superior Incompleto;5-10 SM;Nordeste;LinkedIn;4.7;Smartphone;Semanalmente;7;Não;Não;74.23;10;Consumidor Moderado
831;18;Masculino;Médio;5-10 SM;Sudeste;TikTok;7.5;Desktop;Nunca;5;Sim;Não;63.62;9;Consumidor Moderado
832;23;Masculino;Pós-Graduação;2-5 SM;Centro-Oeste;TikTok;4.2;Smartphone;Semanalmente;5;Não;Não;143.78;9;Consumidor Moderado
833;22;Masculino;Superior Completo;2-5 SM;Nordeste;YouTube;4.7;Smart TV;Semanalmente;2;Não;Sim;148.69;8;Heavy Digital
834;25;Masculino;Médio;2-5 SM;Nordeste;Globoplay;5.8;Smartphone;Raramente;4;Não;Não;159.78;3;Info Seeker
835;34;Feminino;Médio;5-10 SM;Sul;X/Twitter;5.8;Tablet;Raramente;7;Sim;Não;11.03;6;Consumidor Moderado
836;37;Feminino;Superior Completo;5-10 SM;Norte;Instagram;4.4;Desktop;Várias vezes ao dia;7;Sim;Não;132.45;4;Consumidor Moderado
837;53;Masculino;Superior Completo;2-5 SM;Nordeste;YouTube;1.9;Tablet;Várias vezes ao dia;8;Não;Não;57.05;9;Consumidor Moderado
838;23;Masculino;Superior Incompleto;2-5 SM;Norte;WhatsApp;6.8;Notebook;Diariamente;3;Sim;Não;166.07;3;Info Seeker
839;46;Feminino;Médio;Até 2 SM;Centro-Oeste;Instagram;3.8;Notebook;Diariamente;7;Não;Não;16.67;6;Heavy Digital
840;32;Masculino;Fundamental;10-20 SM;Norte;YouTube;5.4;Smartphone;Raramente;6;Sim;Sim;53.55;8;Tradicional
841;34;Masculino;Fundamental;2-5 SM;Sudeste;LinkedIn;2.6;Notebook;Várias vezes ao dia;3;Sim;Sim;20.93;9;Heavy Digital
842;43;Feminino;Superior Completo;2-5 SM;Nordeste;YouTube;1.9;Smartphone;Raramente;4;Não;Não;17.6;9;Info Seeker
843;21;Feminino;Pós-Graduação;10-20 SM;Centro-Oeste;YouTube;4.6;Smartphone;Nunca;3;Sim;Não;151.01;4;Consumidor Moderado
844;39;Masculino;Médio;2-5 SM;Norte;TikTok;2.1;Smartphone;Raramente;4;Sim;Sim;187.45;7;Heavy Digital
845;36;Masculino;Superior Incompleto;2-5 SM;Nordeste;Spotify;3.3;Smartphone;Semanalmente;3;Não;Não;130.26;9;Info Seeker
846;40;Feminino;Superior Completo;Até 2 SM;Norte;LinkedIn;2.4;Smartphone;Semanalmente;8;Sim;Não;55.09;9;Consumidor Moderado
847;38;Masculino;Fundamental;Até 2 SM;Sudeste;Instagram;5.3;Smartphone;Semanalmente;4;Não;Sim;104.15;3;Info Seeker
848;64;Feminino;Superior Completo;2-5 SM;Centro-Oeste;Globoplay;2.2;Smartphone;Diariamente;9;Sim;Não;9.83;7;Tradicional
849;27;Feminino;Médio;2-5 SM;Sudeste;Instagram;2.7;Desktop;Várias vezes ao dia;5;Não;Não;115.17;5;Tradicional
850;28;Feminino;Médio;5-10 SM;Centro-Oeste;Instagram;4.4;Smart TV;Diariamente;6;Não;Não;25.42;6;Heavy Digital
851;27;Masculino;Superior Completo;10-20 SM;Sul;TikTok;4.0;Smartphone;Semanalmente;3;Não;Não;28.0;6;Heavy Digital
852;28;Masculino;Médio;10-20 SM;Norte;TikTok;5.5;Notebook;Diariamente;7;Sim;Sim;98.77;4;Consumidor Moderado
853;27;Masculino;Superior Completo;Até 2 SM;Centro-Oeste;Instagram;4.9;Smartphone;Nunca;6;Não;Não;47.43;8;Consumidor Moderado
854;49;Feminino;Médio;2-5 SM;Sudeste;LinkedIn;2.1;Notebook;Nunca;4;Não;Não;143.67;8;Tradicional
855;52;Feminino;Médio;5-10 SM;Norte;Instagram;1.8;Notebook;Várias vezes ao dia;4;Não;Não;33.16;5;Heavy Digital
856;28;Masculino;Pós-Graduação;2-5 SM;Norte;Instagram;3.1;Smartphone;Nunca;7;Não;Não;86.27;7;Tradicional
857;25;Feminino;Médio;5-10 SM;Sul;Netflix;5.6;Smartphone;Diariamente;6;Não;Não;171.22;6;Consumidor Moderado
858;40;Masculino;Médio;Até 2 SM;Sul;LinkedIn;2.2;Smart TV;Nunca;4;Não;Não;108.3;10;Consumidor Moderado
859;28;Masculino;Médio;Até 2 SM;Norte;YouTube;3.9;Smartphone;Semanalmente;3;Não;Não;146.43;9;Tradicional
860;42;Masculino;Médio;Até 2 SM;Nordeste;LinkedIn;1.7;Smartphone;Nunca;8;Não;Não;74.84;8;Consumidor Moderado
861;37;Masculino;Médio;5-10 SM;Norte;X/Twitter;4.6;Smartphone;Nunca;7;Não;Não;133.76;3;Info Seeker
862;18;Masculino;Superior Incompleto;Até 2 SM;Norte;Instagram;7.0;Smartphone;Diariamente;2;Não;Não;197.78;7;Tradicional
863;53;Feminino;Superior Incompleto;Até 2 SM;Nordeste;Facebook;2.4;Smartphone;Diariamente;6;Não;Não;136.97;6;Heavy Digital
864;56;Feminino;Superior Incompleto;Até 2 SM;Nordeste;WhatsApp;1.3;Smartphone;Raramente;5;Não;Não;118.79;5;Heavy Digital
865;27;Feminino;Fundamental;5-10 SM;Nordeste;WhatsApp;2.5;Notebook;Diariamente;4;Sim;Não;51.85;4;Heavy Digital
866;30;Masculino;Superior Completo;2-5 SM;Sul;Instagram;5.5;Smartphone;Várias vezes ao dia;7;Sim;Não;182.73;5;Consumidor Moderado
867;38;Feminino;Superior Incompleto;5-10 SM;Sul;Netflix;2.5;Desktop;Nunca;5;Sim;Não;138.26;7;Info Seeker
868;39;Feminino;Médio;2-5 SM;Nordeste;TikTok;2.1;Tablet;Raramente;4;Não;Sim;46.6;4;Consumidor Moderado
869;42;Masculino;Médio;Até 2 SM;Sudeste;WhatsApp;3.7;Smartphone;Nunca;8;Não;Não;115.18;3;Consumidor Moderado
870;59;Masculino;Pós-Graduação;2-5 SM;Norte;Globoplay;1.2;Smartphone;Várias vezes ao dia;6;Sim;Não;124.64;10;Info Seeker
871;32;Feminino;Médio;Acima 20 SM;Nordeste;WhatsApp;5.7;Tablet;Diariamente;3;Sim;Não;100.16;10;Heavy Digital
872;25;Feminino;Médio;2-5 SM;Nordeste;Facebook;4.5;Smartphone;Semanalmente;3;Não;Não;152.01;5;Info Seeker
873;18;Feminino;Fundamental;2-5 SM;Norte;TikTok;5.7;Smart TV;Diariamente;5;Não;Não;113.4;8;Tradicional
874;26;Masculino;Superior Incompleto;2-5 SM;Nordeste;X/Twitter;3.3;Tablet;Raramente;6;Sim;Não;17.66;4;Tradicional
875;34;Masculino;Superior Incompleto;Até 2 SM;Sul;X/Twitter;2.2;Smartphone;Diariamente;5;Sim;Não;35.91;7;Heavy Digital
876;56;Feminino;Superior Completo;2-5 SM;Sudeste;Spotify;1.2;Smart TV;Raramente;7;Sim;Não;196.69;7;Tradicional
877;28;Masculino;Médio;10-20 SM;Sul;TikTok;3.5;Smartphone;Nunca;3;Não;Não;67.6;7;Consumidor Moderado
878;37;Masculino;Superior Incompleto;Até 2 SM;Norte;WhatsApp;4.9;Smartphone;Raramente;6;Não;Não;109.74;7;Heavy Digital
879;34;Outro;Superior Completo;5-10 SM;Centro-Oeste;X/Twitter;5.6;Notebook;Várias vezes ao dia;3;Não;Não;0.96;9;Heavy Digital
880;49;Masculino;Médio;Até 2 SM;Nordeste;YouTube;3.5;Smart TV;Semanalmente;5;Sim;Não;125.08;4;Tradicional
881;65;Masculino;Superior Incompleto;Até 2 SM;Nordeste;Facebook;2.3;Smartphone;Diariamente;7;Sim;Não;158.09;6;Consumidor Moderado
882;28;Masculino;Pós-Graduação;Até 2 SM;Nordeste;X/Twitter;4.1;Smartphone;Nunca;7;Sim;Não;6.69;3;Consumidor Moderado
883;29;Feminino;Médio;10-20 SM;Sudeste;TikTok;4.2;Smart TV;Diariamente;7;Sim;Não;191.89;5;Consumidor Moderado
884;47;Feminino;Superior Incompleto;Até 2 SM;Centro-Oeste;TikTok;3.3;Notebook;Nunca;5;Não;Não;86.13;3;Consumidor Moderado
885;43;Masculino;Superior Completo;2-5 SM;Nordeste;WhatsApp;1.3;Smartphone;Semanalmente;8;Não;Não;5.1;9;Consumidor Moderado
886;57;Feminino;Superior Completo;Até 2 SM;Sul;Facebook;2.2;Smartphone;Nunca;7;Sim;Não;86.92;8;Consumidor Moderado
887;42;Feminino;Médio;Até 2 SM;Sudeste;Globoplay;1.8;Smart TV;Nunca;7;Não;Não;1.45;9;Info Seeker
888;30;Masculino;Superior Incompleto;2-5 SM;Sul;WhatsApp;3.0;Smartphone;Raramente;3;Não;Não;92.85;9;Heavy Digital
889;42;Feminino;Fundamental;5-10 SM;Sul;YouTube;2.0;Desktop;Várias vezes ao dia;8;Sim;Não;83.72;8;Info Seeker
890;48;Masculino;Médio;2-5 SM;Sul;Instagram;4.0;Desktop;Várias vezes ao dia;6;Sim;Não;188.56;8;Tradicional
891;44;Masculino;Pós-Graduação;2-5 SM;Norte;TikTok;1.3;Desktop;Raramente;6;Não;Não;70.57;9;Heavy Digital
892;41;Outro;Superior Completo;Até 2 SM;Sudeste;Spotify;2.8;Notebook;Nunca;4;Não;Não;186.17;7;Consumidor Moderado
893;47;Masculino;Médio;2-5 SM;Sudeste;WhatsApp;2.9;Notebook;Nunca;6;Não;Não;162.49;6;Tradicional
894;49;Masculino;Superior Incompleto;2-5 SM;Sudeste;Netflix;1.1;Smartphone;Semanalmente;7;Não;Não;193.47;6;Heavy Digital
895;51;Masculino;Pós-Graduação;2-5 SM;Nordeste;WhatsApp;2.8;Notebook;Várias vezes ao dia;7;Não;Não;151.42;10;Consumidor Moderado
896;42;Masculino;Superior Incompleto;10-20 SM;Sudeste;WhatsApp;2.0;Notebook;Diariamente;8;Não;Não;83.69;5;Heavy Digital
897;32;Masculino;Superior Incompleto;2-5 SM;Nordeste;Facebook;3.4;Smartphone;Raramente;6;Sim;Não;167.57;6;Heavy Digital
898;36;Feminino;Superior Completo;10-20 SM;Norte;Instagram;3.3;Tablet;Várias vezes ao dia;5;Não;Não;168.33;5;Heavy Digital
899;49;Masculino;Médio;10-20 SM;Norte;LinkedIn;1.4;Smartphone;Semanalmente;4;Não;Não;79.81;7;Heavy Digital
900;25;Masculino;Médio;Até 2 SM;Nordeste;Instagram;5.7;Smartphone;Nunca;5;Sim;Não;35.54;10;Consumidor Moderado
901;39;Feminino;Superior Completo;Até 2 SM;Norte;Instagram;4.0;Smartphone;Diariamente;7;Sim;Sim;140.73;9;Consumidor Moderado
902;30;Masculino;Superior Completo;5-10 SM;Nordeste;TikTok;2.3;Smartphone;Diariamente;6;Sim;Não;196.43;3;Consumidor Moderado
903;35;Feminino;Superior Completo;10-20 SM;Norte;WhatsApp;5.5;Smartphone;Raramente;3;Sim;Não;134.64;5;Info Seeker
904;50;Feminino;Pós-Graduação;5-10 SM;Nordeste;WhatsApp;1.5;Smartphone;Várias vezes ao dia;8;Não;Não;118.58;7;Consumidor Moderado
905;37;Feminino;Superior Completo;10-20 SM;Sul;Facebook;4.5;Desktop;Raramente;6;Sim;Não;90.26;4;Heavy Digital
906;35;Feminino;Superior Completo;2-5 SM;Norte;X/Twitter;2.2;Smartphone;Raramente;5;Sim;Não;172.55;5;Heavy Digital
907;18;Feminino;Médio;Acima 20 SM;Norte;Instagram;3.7;Smartphone;Raramente;4;Não;Não;197.61;6;Tradicional
908;43;Feminino;Superior Incompleto;5-10 SM;Sul;WhatsApp;1.3;Smart TV;Várias vezes ao dia;8;Sim;Sim;197.73;5;Consumidor Moderado
909;42;Masculino;Fundamental;5-10 SM;Norte;Spotify;3.9;Smartphone;Semanalmente;8;Sim;Não;142.8;4;Tradicional
910;60;Masculino;Fundamental;2-5 SM;Norte;Facebook;2.5;Smartphone;Semanalmente;6;Sim;Sim;66.31;3;Consumidor Moderado
911;31;Feminino;Superior Completo;Até 2 SM;Sudeste;LinkedIn;5.6;Smartphone;Nunca;7;Sim;Não;126.58;5;Consumidor Moderado
912;37;Feminino;Superior Completo;Até 2 SM;Sul;X/Twitter;2.9;Smartphone;Diariamente;7;Sim;Não;108.76;3;Consumidor Moderado
913;37;Masculino;Superior Incompleto;2-5 SM;Norte;WhatsApp;4.9;Smartphone;Nunca;6;Sim;Não;32.84;4;Consumidor Moderado
914;53;Masculino;Médio;2-5 SM;Sudeste;LinkedIn;1.5;Notebook;Várias vezes ao dia;6;Não;Não;145.41;7;Tradicional
915;33;Masculino;Médio;2-5 SM;Nordeste;WhatsApp;5.8;Smartphone;Semanalmente;7;Não;Não;55.69;7;Consumidor Moderado
916;38;Feminino;Superior Completo;2-5 SM;Nordeste;YouTube;4.7;Smartphone;Semanalmente;7;Sim;Não;92.69;4;Consumidor Moderado
917;42;Masculino;Superior Incompleto;Até 2 SM;Centro-Oeste;X/Twitter;2.4;Smart TV;Diariamente;5;Sim;Não;132.63;4;Info Seeker
918;37;Masculino;Superior Completo;Acima 20 SM;Nordeste;YouTube;4.4;Smart TV;Semanalmente;5;Não;Não;167.19;10;Heavy Digital
919;29;Feminino;Superior Completo;Até 2 SM;Norte;LinkedIn;5.2;Notebook;Raramente;6;Não;Não;122.31;6;Consumidor Moderado
920;37;Masculino;Pós-Graduação;Até 2 SM;Sul;TikTok;2.2;Smartphone;Nunca;6;Sim;Não;128.11;6;Consumidor Moderado
921;47;Feminino;Superior Completo;10-20 SM;Nordeste;WhatsApp;3.1;Notebook;Várias vezes ao dia;4;Sim;Não;60.68;8;Consumidor Moderado
922;22;Masculino;Fundamental;2-5 SM;Centro-Oeste;Instagram;5.5;Smartphone;Nunca;4;Sim;Não;126.92;5;Heavy Digital
923;36;Feminino;Médio;Até 2 SM;Sul;X/Twitter;5.7;Smartphone;Várias vezes ao dia;6;Não;Não;174.35;9;Info Seeker
924;26;Feminino;Superior Incompleto;Até 2 SM;Centro-Oeste;Instagram;5.4;Smartphone;Semanalmente;5;Sim;Não;48.82;7;Consumidor Moderado
925;49;Feminino;Médio;10-20 SM;Nordeste;WhatsApp;1.0;Smart TV;Nunca;5;Não;Não;111.97;6;Heavy Digital
926;18;Masculino;Superior Incompleto;2-5 SM;Nordeste;Netflix;7.4;Smartphone;Nunca;3;Não;Não;37.07;3;Heavy Digital
927;28;Masculino;Superior Completo;2-5 SM;Nordeste;Spotify;5.2;Desktop;Raramente;6;Não;Não;109.5;5;Consumidor Moderado
928;39;Feminino;Superior Incompleto;Acima 20 SM;Norte;TikTok;2.2;Smartphone;Diariamente;3;Sim;Não;116.07;9;Heavy Digital
929;53;Feminino;Médio;Até 2 SM;Norte;Spotify;2.1;Smartphone;Diariamente;4;Sim;Sim;44.35;6;Consumidor Moderado
930;34;Masculino;Superior Incompleto;2-5 SM;Centro-Oeste;TikTok;4.3;Smartphone;Semanalmente;6;Sim;Não;53.57;5;Heavy Digital
931;28;Feminino;Superior Completo;2-5 SM;Norte;WhatsApp;3.0;Smartphone;Semanalmente;5;Sim;Não;32.55;9;Info Seeker
932;57;Feminino;Pós-Graduação;2-5 SM;Sul;Spotify;2.8;Smartphone;Raramente;9;Não;Não;159.69;3;Consumidor Moderado
933;18;Masculino;Médio;2-5 SM;Nordeste;Facebook;6.6;Smartphone;Nunca;2;Não;Não;115.99;9;Info Seeker
934;18;Masculino;Superior Completo;10-20 SM;Nordeste;TikTok;3.1;Tablet;Diariamente;2;Não;Não;62.33;6;Heavy Digital
