ID;Idade;Genero;Renda_Mensal_R$;Escolaridade;Estado_Civil;Filhos;Cidade;UF;Canal_Compra_Preferido;Influencia_Decisao;Categoria_Produto_Frequente;Gasto_Medio_Mensal_R$;Freq_Compra_Online_Mes;Usa_Cupom_Desconto;Segue_Influenciadores;Compra_Por_Impulso;Classe_Consumidor
679;18;Feminino;14893;Médio;Divorciado;2;Gravataí;RS;Marketplace;Influenciadores;Entretenimento;2668.71;8;Sim;Não;Não;Comprador Regular
680;24;Feminino;1887;Pós-Graduação;Casado;2;Lagarto;SE;App Mobile;Reviews Online;Livros;1942.87;9;Sim;Sim;Não;Comprador Regular
681;43;Feminino;6203;Superior Incompleto;Viúvo;1;Rio Largo;AL;Loja Física;Influenciadores;Esportes;1859.98;7;Não;Sim;Não;Comprador Regular
682;50;Feminino;1341;Médio;Divorciado;1;Blumenau;SC;Loja Física;Preço;Livros;1677.8;13;Sim;Sim;Sim;Comprador Intenso
683;19;Masculino;9972;Superior Completo;Viúvo;3;Ananindeua;PA;Marketplace;Preço;Entretenimento;428.51;14;Sim;Não;Não;Comprador Regular
684;26;Masculino;4554;Superior Incompleto;Casado;1;Caracaraí;RR;Marketplace;Redes Sociais;Casa/Decoração;1164.73;8;Não;Sim;Não;Comprador Regular
685;32;Feminino;5673;Fundamental;União Estável;1;Rio Branco;AC;E-commerce;Redes Sociais;Casa/Decoração;1925.5;4;Não;Sim;Não;Comprador Regular
686;36;Feminino;8193;Superior Incompleto;Solteiro;2;São Cristóvão;SE;E-commerce;Preço;Entretenimento;1220.87;16;Sim;Não;Não;Comprador Regular
687;24;Feminino;9295;Superior Completo;União Estável;0;Paço do Lumiar;MA;Redes Sociais;Amigos/Família;Cosméticos;868.05;5;Não;Sim;Não;Comprador Regular
688;37;Masculino;4582;Superior Incompleto;Solteiro;2;Itajaí;SC;Marketplace;Marca;Casa/Decoração;2078.29;4;Não;Sim;Não;Comprador Regular
689;27;Feminino;2397;Médio;Divorciado;3;Campo Grande;MS;Redes Sociais;Experiência Anterior;Alimentos;1443.38;17;Sim;Sim;Não;Comprador Regular
690;32;Masculino;2285;Superior Incompleto;Divorciado;2;Oiapoque;AP;Loja Física;Propaganda TV;Casa/Decoração;1907.13;15;Não;Sim;Não;Comprador Intenso
691;39;Masculino;1334;Superior Completo;Casado;0;Parauapebas;PA;Redes Sociais;Propaganda TV;Eletrônicos;189.8;9;Sim;Não;Não;Comprador Regular
692;33;Feminino;11656;Médio;Casado;2;Duque de Caxias;RJ;Loja Física;Amigos/Família;Livros;312.85;8;Não;Sim;Sim;Comprador Regular
693;28;Feminino;5965;Superior Completo;Solteiro;0;Sobral;CE;Loja Física;Marca;Eletrônicos;2874.76;8;Sim;Não;Sim;Comprador Regular
694;31;Feminino;30560;Fundamental;Casado;2;Tangará da Serra;MT;Loja Física;Influenciadores;Livros;254.12;11;Sim;Sim;Sim;Comprador Regular
695;32;Masculino;6047;Superior Completo;Casado;0;Vila Velha;ES;Marketplace;Amigos/Família;Saúde;1473.04;14;Não;Não;Não;Comprador Regular
696;28;Feminino;1469;Pós-Graduação;Solteiro;2;Vitória;ES;E-commerce;Experiência Anterior;Eletrônicos;2857.49;14;Sim;Sim;Não;Comprador Intenso
697;30;Feminino;2473;Superior Incompleto;Casado;3;Contagem;MG;Marketplace;Redes Sociais;Viagens;2558.29;15;Sim;Não;Não;Comprador Intenso
698;50;Outro;7358;Superior Completo;Divorciado;0;Corumbá;MS;E-commerce;Marca;Casa/Decoração;2494.45;19;Sim;Não;Sim;Comprador Intenso
699;39;Feminino;5381;Fundamental;Divorciado;3;Várzea Grande;MT;Redes Sociais;Marca;Cosméticos;888.97;0;Sim;Não;Sim;Comprador Regular
700;29;Feminino;2551;Superior Incompleto;Solteiro;2;Ji-Paraná;RO;Marketplace;Influenciadores;Esportes;2420.08;20;Não;Sim;Não;Comprador Intenso
701;40;Feminino;1676;Médio;Casado;2;Santana;AP;Redes Sociais;Redes Sociais;Livros;2249.19;15;Não;Sim;Não;Comprador Intenso
702;29;Masculino;1383;Superior Incompleto;Divorciado;0;Novo Hamburgo;RS;Marketplace;Experiência Anterior;Eletrônicos;1784.25;15;Não;Sim;Sim;Comprador Intenso
703;45;Feminino;12824;Médio;Solteiro;1;Cruzeiro do Sul;AC;Marketplace;Redes Sociais;Eletrônicos;1348.33;15;Sim;Sim;Não;Comprador Regular
704;37;Masculino;10602;Médio;Solteiro;0;Abaetetuba;PA;Redes Sociais;Propaganda TV;Esportes;2590.84;16;Sim;Sim;Sim;Comprador Intenso
705;31;Outro;2553;Superior Incompleto;Solteiro;1;Cachoeiro de Itapemirim;ES;Redes Sociais;Redes Sociais;Livros;773.71;6;Não;Sim;Não;Comprador Regular
706;37;Feminino;1377;Superior Completo;Solteiro;2;Caxias do Sul;RS;App Mobile;Redes Sociais;Livros;979.54;0;Sim;Sim;Não;Comprador Regular
707;18;Masculino;14173;Médio;Casado;0;Macapá;AP;E-commerce;Preço;Viagens;2983.19;7;Não;Não;Sim;Comprador Regular
708;20;Feminino;4205;Superior Completo;Divorciado;0;Oiapoque;AP;App Mobile;Reviews Online;Viagens;2528.08;16;Sim;Não;Sim;Comprador Intenso
709;19;Feminino;1431;Médio;Divorciado;1;Ji-Paraná;RO;Loja Física;Influenciadores;Esportes;1583.48;7;Sim;Sim;Sim;Comprador Regular
710;34;Feminino;3197;Pós-Graduação;Viúvo;1;Pacaraima;RR;Loja Física;Redes Sociais;Casa/Decoração;2275.64;4;Não;Sim;Sim;Comprador Regular
711;52;Masculino;4673;Superior Completo;Divorciado;1;São Cristóvão;SE;Marketplace;Propaganda TV;Eletrônicos;1441.08;16;Não;Sim;Sim;Comprador Regular
712;57;Masculino;3173;Pós-Graduação;Casado;2;Ananindeua;PA;Marketplace;Experiência Anterior;Eletrônicos;2987.1;17;Sim;Sim;Não;Comprador Intenso
713;40;Feminino;2212;Médio;Viúvo;1;Caxias do Sul;RS;App Mobile;Influenciadores;Moda;2444.86;2;Sim;Não;Não;Comprador Regular
714;38;Feminino;10966;Médio;Solteiro;0;Rio Branco;AC;App Mobile;Amigos/Família;Saúde;2078.14;9;Não;Sim;Sim;Comprador Regular
715;18;Feminino;6831;Superior Incompleto;Solteiro;2;São José dos Campos;SP;App Mobile;Influenciadores;Esportes;601.41;6;Sim;Não;Não;Comprador Regular
716;27;Masculino;2414;Superior Completo;Casado;2;Belém;PA;Redes Sociais;Influenciadores;Viagens;1017.79;5;Não;Não;Não;Comprador Regular
717;24;Outro;7253;Pós-Graduação;Casado;2;Ponta Grossa;PR;App Mobile;Propaganda TV;Esportes;2159.84;7;Sim;Não;Sim;Comprador Regular
718;26;Feminino;4922;Pós-Graduação;Casado;0;Fortaleza;CE;Marketplace;Propaganda TV;Entretenimento;2303.86;18;Sim;Não;Sim;Comprador Intenso
719;31;Masculino;5440;Superior Completo;Casado;2;Salvador;BA;App Mobile;Preço;Moda;1809.83;10;Não;Sim;Sim;Comprador Regular
720;27;Feminino;1771;Pós-Graduação;Divorciado;3;Camaçari;BA;Redes Sociais;Influenciadores;Viagens;1862.69;10;Sim;Sim;Não;Comprador Regular
721;18;Feminino;1215;Superior Completo;Solteiro;2;Várzea Grande;MT;App Mobile;Influenciadores;Viagens;514.46;12;Não;Não;Não;Comprador Regular
722;41;Feminino;41635;Superior Completo;Divorciado;1;São Bernardo do Campo;SP;Marketplace;Influenciadores;Casa/Decoração;1440.17;0;Sim;Não;Sim;Comprador Regular
723;21;Feminino;16202;Médio;Casado;0;Oiapoque;AP;Redes Sociais;Redes Sociais;Esportes;1430.99;6;Sim;Sim;Não;Comprador Regular
724;35;Feminino;13571;Superior Incompleto;Solteiro;1;São Luís;MA;Loja Física;Redes Sociais;Alimentos;1059.14;5;Sim;Não;Sim;Comprador Regular
725;55;Feminino;5752;Superior Completo;Solteiro;3;Cariacica;ES;App Mobile;Experiência Anterior;Entretenimento;1938.32;11;Não;Não;Sim;Comprador Intenso
726;22;Feminino;2052;Médio;Solteiro;2;Palmas;TO;App Mobile;Reviews Online;Esportes;1880.14;2;Sim;Não;Não;Comprador Regular
727;18;Masculino;8021;Médio;Solteiro;1;São Gonçalo;RJ;Marketplace;Experiência Anterior;Viagens;2805.82;12;Não;Não;Sim;Comprador Intenso
728;29;Masculino;9050;Superior Completo;União Estável;0;Petrópolis;RJ;Marketplace;Marca;Viagens;2590.08;0;Sim;Não;Não;Comprador Regular
729;45;Masculino;13811;Pós-Graduação;Divorciado;1;Ribeirão Preto;SP;E-commerce;Experiência Anterior;Eletrônicos;2548.99;6;Sim;Sim;Não;Comprador Regular
730;54;Feminino;5167;Médio;Solteiro;0;Três Lagoas;MS;Redes Sociais;Propaganda TV;Alimentos;2547.28;18;Não;Sim;Não;Comprador Intenso
731;19;Masculino;2424;Fundamental;Casado;1;Canoas;RS;Marketplace;Redes Sociais;Cosméticos;2066.21;4;Sim;Não;Não;Comprador Regular
732;38;Masculino;1776;Pós-Graduação;Casado;0;Rorainópolis;RR;Redes Sociais;Amigos/Família;Viagens;2155.57;10;Sim;Não;Não;Comprador Regular
733;27;Feminino;1768;Superior Completo;Casado;0;Corumbá;MS;E-commerce;Experiência Anterior;Alimentos;211.62;4;Sim;Não;Não;Comprador Econômico
734;31;Feminino;1589;Médio;Solteiro;0;Macaíba;RN;App Mobile;Marca;Alimentos;487.88;0;Sim;Sim;Não;Comprador Econômico
735;62;Feminino;20523;Médio;Solteiro;0;Campos dos Goytacazes;RJ;Loja Física;Redes Sociais;Esportes;477.19;7;Não;Sim;Não;Comprador Regular
736;18;Masculino;1961;Médio;Solteiro;2;Lauro de Freitas;BA;App Mobile;Experiência Anterior;Saúde;2279.77;18;Sim;Sim;Não;Comprador Intenso
737;35;Feminino;4188;Médio;Casado;0;São José de Ribamar;MA;Marketplace;Marca;Viagens;1480.76;4;Não;Sim;Sim;Comprador Regular
738;38;Feminino;2363;Superior Incompleto;Divorciado;0;Rorainópolis;RR;App Mobile;Redes Sociais;Viagens;194.82;18;Sim;Sim;Sim;Comprador Regular
739;44;Masculino;14970;Superior Completo;Divorciado;1;Belém;PA;E-commerce;Reviews Online;Moda;2624.82;14;Sim;Sim;Não;Comprador Intenso
740;34;Masculino;19257;Pós-Graduação;Solteiro;1;Arapiraca;AL;App Mobile;Preço;Livros;2587.96;14;Não;Sim;Sim;Comprador Intenso
741;36;Feminino;4420;Superior Completo;Casado;1;Tarauacá;AC;App Mobile;Amigos/Família;Livros;1753.37;16;Sim;Não;Não;Comprador Intenso
742;28;Outro;1243;Superior Incompleto;Solteiro;1;Teresina;PI;E-commerce;Preço;Esportes;53.71;5;Sim;Sim;Sim;Comprador Impulsivo
743;35;Feminino;1468;Superior Completo;Solteiro;1;Vila Velha;ES;E-commerce;Experiência Anterior;Moda;829.07;1;Não;Sim;Sim;Comprador Regular
744;29;Masculino;5125;Pós-Graduação;União Estável;0;Ananindeua;PA;Marketplace;Redes Sociais;Esportes;844.57;20;Não;Sim;Sim;Comprador Regular
745;39;Feminino;1307;Pós-Graduação;Casado;1;São Cristóvão;SE;Loja Física;Reviews Online;Cosméticos;1494.39;13;Não;Não;Não;Comprador Regular
746;28;Feminino;1971;Médio;Casado;2;Santa Maria;RS;E-commerce;Marca;Livros;1594.95;6;Não;Sim;Não;Comprador Regular
747;37;Feminino;6076;Superior Incompleto;Divorciado;1;Manaus;AM;Loja Física;Redes Sociais;Viagens;2995.02;7;Não;Não;Sim;Comprador Regular
748;32;Feminino;1373;Superior Completo;Casado;0;Petrópolis;RJ;Redes Sociais;Marca;Entretenimento;601.41;16;Sim;Sim;Não;Comprador Regular
749;45;Masculino;12427;Superior Completo;Casado;0;Oiapoque;AP;App Mobile;Propaganda TV;Livros;2980.98;9;Não;Sim;Sim;Comprador Regular
750;32;Feminino;7554;Superior Completo;Solteiro;3;Juazeiro;BA;Loja Física;Reviews Online;Livros;1867.01;5;Sim;Sim;Não;Comprador Regular
751;18;Masculino;1823;Superior Incompleto;Solteiro;2;Gravataí;RS;Marketplace;Preço;Esportes;830.85;1;Sim;Sim;Não;Comprador Regular
752;46;Feminino;7061;Superior Incompleto;Casado;0;Ji-Paraná;RO;Loja Física;Experiência Anterior;Eletrônicos;991.34;13;Não;Não;Sim;Comprador Regular
753;23;Masculino;7594;Superior Completo;Divorciado;0;Palmeira dos Índios;AL;E-commerce;Marca;Entretenimento;2599.28;19;Sim;Sim;Não;Comprador Intenso
754;25;Masculino;11035;Médio;Solteiro;2;Canoas;RS;Loja Física;Experiência Anterior;Esportes;514.2;5;Sim;Sim;Sim;Comprador Impulsivo
755;26;Masculino;2475;Superior Completo;Casado;2;Rio Branco;AC;Redes Sociais;Experiência Anterior;Cosméticos;1139.87;17;Sim;Não;Sim;Comprador Regular
756;48;Masculino;1843;Médio;Casado;1;Itabaiana;SE;App Mobile;Reviews Online;Viagens;796.79;16;Sim;Não;Não;Comprador Regular
757;18;Masculino;1529;Superior Incompleto;Solteiro;0;São Luís;MA;Marketplace;Redes Sociais;Livros;2559.29;19;Sim;Não;Não;Comprador Intenso
758;67;Masculino;2314;Superior Completo;Divorciado;0;Caruaru;PE;Loja Física;Experiência Anterior;Eletrônicos;1555.78;9;Não;Sim;Não;Comprador Regular
759;44;Masculino;4373;Médio;Casado;3;Cariacica;ES;Marketplace;Preço;Moda;2760.63;2;Não;Sim;Não;Comprador Regular
760;35;Feminino;22181;Médio;Casado;0;Palmas;TO;App Mobile;Reviews Online;Livros;1645.86;16;Não;Sim;Sim;Comprador Intenso
761;32;Masculino;2344;Pós-Graduação;Casado;3;Belém;PA;App Mobile;Marca;Alimentos;2659.23;10;Sim;Sim;Não;Comprador Regular
762;36;Masculino;2154;Superior Incompleto;Casado;2;Viamão;RS;Loja Física;Preço;Esportes;1170.57;4;Não;Sim;Não;Comprador Regular
763;38;Feminino;22865;Superior Incompleto;Divorciado;2;Contagem;MG;Marketplace;Influenciadores;Livros;53.82;2;Sim;Sim;Não;Comprador Econômico
764;40;Masculino;5165;Superior Completo;Casado;1;Ceilândia;DF;App Mobile;Reviews Online;Moda;2737.62;0;Sim;Sim;Sim;Comprador Regular
765;39;Masculino;35354;Superior Completo;Solteiro;0;Ji-Paraná;RO;E-commerce;Reviews Online;Alimentos;1428.36;16;Sim;Sim;Sim;Comprador Regular
766;33;Feminino;1693;Médio;Casado;0;Ceilândia;DF;Redes Sociais;Experiência Anterior;Livros;383.22;3;Não;Não;Não;Comprador Econômico
767;30;Feminino;6183;Médio;Casado;1;Cruzeiro do Sul;AC;Redes Sociais;Preço;Casa/Decoração;521.98;11;Sim;Sim;Sim;Comprador Regular
768;31;Feminino;5703;Superior Completo;Solteiro;2;Manacapuru;AM;App Mobile;Amigos/Família;Eletrônicos;1335.11;10;Sim;Sim;Sim;Comprador Regular
769;30;Feminino;6577;Médio;Solteiro;3;Juazeiro;BA;Loja Física;Preço;Viagens;1764.42;18;Não;Sim;Sim;Comprador Intenso
770;45;Feminino;5676;Superior Incompleto;Casado;3;Picos;PI;E-commerce;Redes Sociais;Livros;504.64;14;Não;Não;Sim;Comprador Regular
771;39;Feminino;29682;Médio;Divorciado;0;Rio Largo;AL;Loja Física;Amigos/Família;Casa/Decoração;1324.53;7;Sim;Sim;Não;Comprador Regular
772;18;Feminino;2618;Médio;Casado;1;Arapiraca;AL;E-commerce;Amigos/Família;Alimentos;2332.05;5;Sim;Não;Não;Comprador Regular
773;40;Feminino;2380;Pós-Graduação;Casado;0;Corumbá;MS;Marketplace;Redes Sociais;Moda;1708.03;7;Sim;Sim;Não;Comprador Regular
774;35;Feminino;24513;Médio;Solteiro;2;Tangará da Serra;MT;Redes Sociais;Reviews Online;Esportes;1429.04;6;Não;Não;Não;Comprador Regular
775;32;Masculino;4312;Fundamental;Solteiro;1;Vilhena;RO;Marketplace;Amigos/Família;Alimentos;213.95;18;Não;Sim;Sim;Comprador Regular
776;28;Feminino;2687;Fundamental;Solteiro;3;Porto Nacional;TO;E-commerce;Redes Sociais;Saúde;1546.59;1;Sim;Não;Não;Comprador Regular
777;45;Feminino;6161;Médio;Divorciado;3;Arapiraca;AL;Loja Física;Preço;Entretenimento;845.84;12;Não;Sim;Não;Comprador Regular
778;43;Masculino;1831;Superior Incompleto;Solteiro;2;Montes Claros;MG;Redes Sociais;Marca;Viagens;2012.76;0;Sim;Não;Não;Comprador Regular
779;24;Feminino;3723;Médio;União Estável;1;Vilhena;RO;E-commerce;Influenciadores;Saúde;2687.66;3;Sim;Sim;Sim;Comprador Regular
780;37;Masculino;2053;Superior Completo;Casado;2;Mossoró;RN;Loja Física;Propaganda TV;Saúde;241.27;19;Sim;Não;Não;Comprador Regular
781;22;Feminino;1970;Médio;Solteiro;2;Manacapuru;AM;App Mobile;Amigos/Família;Esportes;2371.4;3;Não;Sim;Não;Comprador Regular
782;18;Masculino;2853;Médio;Solteiro;1;Castanhal;PA;Redes Sociais;Influenciadores;Viagens;1896.49;3;Não;Não;Sim;Comprador Regular
783;26;Feminino;10578;Fundamental;Solteiro;1;Arapiraca;AL;Loja Física;Propaganda TV;Eletrônicos;2314.17;18;Sim;Sim;Sim;Comprador Intenso
784;42;Masculino;37525;Médio;Solteiro;0;Vitória;ES;E-commerce;Experiência Anterior;Cosméticos;1285.48;18;Não;Não;Não;Comprador Regular
785;43;Feminino;5458;Fundamental;Solteiro;1;Belo Horizonte;MG;App Mobile;Influenciadores;Saúde;470.84;2;Sim;Não;Não;Comprador Econômico
786;38;Feminino;9668;Superior Completo;União Estável;0;Itacoatiara;AM;E-commerce;Influenciadores;Eletrônicos;1287.15;7;Sim;Sim;Sim;Comprador Regular
787;40;Feminino;41218;Superior Incompleto;Solteiro;3;Cachoeiro de Itapemirim;ES;Redes Sociais;Reviews Online;Entretenimento;1547.85;3;Sim;Sim;Sim;Comprador Regular
788;38;Feminino;7366;Pós-Graduação;Casado;0;Belo Horizonte;MG;Loja Física;Influenciadores;Alimentos;2161.61;20;Sim;Não;Sim;Comprador Intenso
789;25;Masculino;42130;Superior Completo;Solteiro;0;Gurupi;TO;Redes Sociais;Experiência Anterior;Viagens;2861.03;4;Sim;Não;Sim;Comprador Regular
790;37;Outro;21494;Superior Incompleto;Casado;0;Chapecó;SC;Marketplace;Influenciadores;Viagens;1400.95;3;Sim;Não;Não;Comprador Regular
791;41;Masculino;2400;Médio;União Estável;0;Parnamirim;RN;Marketplace;Amigos/Família;Cosméticos;657.52;1;Não;Não;Sim;Comprador Impulsivo
792;41;Outro;2403;Superior Incompleto;Solteiro;0;Campinas;SP;App Mobile;Influenciadores;Saúde;636.77;13;Não;Sim;Não;Comprador Regular
793;46;Masculino;16255;Superior Completo;Divorciado;1;Goiânia;GO;App Mobile;Redes Sociais;Cosméticos;2628.77;3;Não;Não;Sim;Comprador Regular
794;40;Masculino;4280;Superior Completo;Casado;0;Lagarto;SE;Redes Sociais;Propaganda TV;Moda;109.84;17;Não;Não;Não;Comprador Regular
795;36;Masculino;15603;Pós-Graduação;Divorciado;2;Macapá;AP;App Mobile;Redes Sociais;Viagens;1608.01;2;Não;Não;Não;Comprador Regular
796;44;Feminino;4221;Superior Completo;Divorciado;0;Chapecó;SC;Redes Sociais;Propaganda TV;Entretenimento;705.26;8;Não;Não;Sim;Comprador Regular
797;32;Feminino;1951;Médio;Solteiro;1;Plano Piloto;DF;Loja Física;Amigos/Família;Casa/Decoração;2486.57;15;Sim;Não;Sim;Comprador Intenso
798;23;Feminino;2580;Médio;Solteiro;2;João Pessoa;PB;E-commerce;Propaganda TV;Esportes;2119.44;15;Não;Não;Não;Comprador Intenso
799;31;Masculino;47004;Fundamental;Solteiro;2;Sena Madureira;AC;Loja Física;Propaganda TV;Viagens;2024.37;12;Sim;Sim;Não;Comprador Intenso
800;24;Masculino;1985;Superior Completo;Casado;0;Cacoal;RO;Loja Física;Preço;Eletrônicos;818.25;3;Sim;Não;Sim;Comprador Regular
801;25;Masculino;2578;Fundamental;Divorciado;2;Salvador;BA;Marketplace;Reviews Online;Viagens;2892.73;8;Sim;Sim;Não;Comprador Regular
802;31;Masculino;17637;Superior Incompleto;Solteiro;0;Blumenau;SC;Loja Física;Redes Sociais;Eletrônicos;2523.03;13;Não;Sim;Sim;Comprador Intenso
803;24;Feminino;1768;Superior Incompleto;Divorciado;2;Plano Piloto;DF;Redes Sociais;Propaganda TV;Entretenimento;1028.47;9;Sim;Não;Não;Comprador Regular
804;29;Feminino;2601;Pós-Graduação;União Estável;1;Rio de Janeiro;RJ;Loja Física;Reviews Online;Livros;2657.99;0;Não;Não;Sim;Comprador Regular
805;18;Feminino;12085;Médio;Casado;1;Caxias;MA;Marketplace;Influenciadores;Livros;1249.6;18;Sim;Não;Não;Comprador Regular
806;35;Feminino;2085;Superior Completo;Solteiro;2;São Gonçalo do Amarante;RN;Redes Sociais;Preço;Entretenimento;2188.04;6;Sim;Sim;Sim;Comprador Regular
807;33;Outro;2738;Superior Incompleto;Casado;1;Floriano;PI;App Mobile;Redes Sociais;Eletrônicos;1111.34;14;Sim;Sim;Sim;Comprador Regular
808;24;Feminino;10848;Superior Completo;Casado;2;Rorainópolis;RR;Loja Física;Propaganda TV;Esportes;2844.45;14;Não;Não;Não;Comprador Intenso
809;40;Masculino;1954;Fundamental;Casado;1;Santana;AP;Marketplace;Influenciadores;Alimentos;593.53;4;Sim;Não;Não;Comprador Econômico
810;43;Feminino;2492;Fundamental;Casado;2;Niterói;RJ;App Mobile;Reviews Online;Saúde;605.72;17;Sim;Sim;Não;Comprador Regular
811;18;Feminino;1603;Superior Incompleto;Solteiro;1;Jaboatão dos Guararapes;PE;Redes Sociais;Redes Sociais;Viagens;2489.96;18;Sim;Sim;Não;Comprador Intenso
812;24;Feminino;3101;Superior Incompleto;Solteiro;2;Patos;PB;App Mobile;Influenciadores;Livros;2733.69;0;Sim;Sim;Não;Comprador Regular
813;24;Masculino;6198;Médio;Casado;0;Lagarto;SE;Redes Sociais;Propaganda TV;Moda;2926.34;11;Sim;Sim;Não;Comprador Intenso
814;22;Masculino;4313;Pós-Graduação;Casado;0;Manaus;AM;Loja Física;Propaganda TV;Esportes;1979.77;17;Sim;Sim;Sim;Comprador Intenso
815;42;Feminino;5605;Médio;Casado;0;Campos dos Goytacazes;RJ;App Mobile;Propaganda TV;Eletrônicos;2319.45;0;Não;Não;Não;Comprador Regular
816;30;Feminino;4655;Fundamental;Divorciado;0;Campo Grande;MS;E-commerce;Influenciadores;Eletrônicos;1364.95;1;Sim;Sim;Não;Comprador Regular
817;30;Masculino;1526;Superior Incompleto;Divorciado;1;Rorainópolis;RR;Marketplace;Experiência Anterior;Livros;2176.22;15;Não;Não;Sim;Comprador Intenso
818;18;Feminino;3544;Pós-Graduação;Casado;0;Tefé;AM;Redes Sociais;Preço;Cosméticos;2763.09;12;Sim;Não;Sim;Comprador Intenso
819;39;Masculino;1301;Médio;Solteiro;1;Novo Hamburgo;RS;E-commerce;Redes Sociais;Entretenimento;1768.02;14;Não;Sim;Não;Comprador Intenso
820;19;Feminino;12264;Superior Completo;Solteiro;2;Palmas;TO;Redes Sociais;Propaganda TV;Entretenimento;1118.08;17;Sim;Sim;Não;Comprador Regular
821;33;Feminino;5305;Superior Completo;União Estável;0;Rio Verde;GO;App Mobile;Reviews Online;Moda;991.76;2;Não;Sim;Não;Comprador Regular
822;36;Feminino;22735;Superior Completo;Casado;0;Pacaraima;RR;Loja Física;Reviews Online;Entretenimento;840.81;5;Sim;Sim;Não;Comprador Regular
823;47;Masculino;12514;Pós-Graduação;Solteiro;0;Santarém;PA;App Mobile;Propaganda TV;Entretenimento;994.66;1;Sim;Sim;Não;Comprador Regular
824;18;Feminino;9364;Fundamental;Casado;0;Piripiri;PI;Loja Física;Experiência Anterior;Alimentos;1216.09;12;Sim;Sim;Não;Comprador Regular
825;18;Masculino;1245;Superior Completo;Solteiro;0;Porto Alegre;RS;App Mobile;Redes Sociais;Cosméticos;1779.08;4;Sim;Não;Sim;Comprador Regular
826;35;Feminino;2657;Médio;Casado;0;Caruaru;PE;E-commerce;Preço;Alimentos;2755.98;6;Sim;Sim;Não;Comprador Regular
827;52;Masculino;5594;Superior Completo;Solteiro;0;Marabá;PA;Redes Sociais;Preço;Moda;2111.39;11;Sim;Não;Não;Comprador Intenso
828;46;Feminino;3139;Médio;Solteiro;2;Aparecida de Goiânia;GO;App Mobile;Influenciadores;Alimentos;1072.72;20;Não;Sim;Sim;Comprador Regular
829;35;Masculino;23600;Pós-Graduação;Casado;2;Pelotas;RS;App Mobile;Propaganda TV;Entretenimento;919.04;15;Sim;Sim;Sim;Comprador Regular
830;27;Masculino;1487;Pós-Graduação;Divorciado;1;Tarauacá;AC;App Mobile;Redes Sociais;Casa/Decoração;1297.79;15;Sim;Sim;Sim;Comprador Regular
831;41;Masculino;2248;Médio;Casado;0;Ji-Paraná;RO;E-commerce;Experiência Anterior;Casa/Decoração;1545.76;18;Sim;Não;Não;Comprador Intenso
832;22;Feminino;3460;Médio;Casado;1;Imperatriz;MA;App Mobile;Preço;Eletrônicos;1665.26;3;Sim;Não;Não;Comprador Regular
833;38;Masculino;17198;Pós-Graduação;Viúvo;0;Belo Horizonte;MG;Marketplace;Preço;Livros;834.16;20;Sim;Não;Não;Comprador Regular
834;38;Feminino;9254;Superior Incompleto;Solteiro;0;Parnamirim;RN;Marketplace;Experiência Anterior;Entretenimento;1446.35;5;Não;Sim;Não;Comprador Regular
835;44;Masculino;12735;Médio;Casado;0;Natal;RN;Marketplace;Influenciadores;Saúde;484.93;3;Sim;Não;Não;Comprador Econômico
836;63;Feminino;9122;Médio;Solteiro;3;Itajaí;SC;E-commerce;Preço;Esportes;1036.2;3;Sim;Sim;Não;Comprador Regular
837;37;Masculino;11147;Fundamental;Solteiro;0;Vitória;ES;App Mobile;Redes Sociais;Livros;239.66;16;Não;Não;Não;Comprador Regular
838;27;Masculino;3057;Superior Completo;Divorciado;3;Caracaraí;RR;E-commerce;Experiência Anterior;Alimentos;1963.96;1;Sim;Sim;Não;Comprador Regular
839;32;Feminino;1931;Médio;Casado;0;Luziânia;GO;Marketplace;Propaganda TV;Alimentos;1282.14;15;Sim;Sim;Sim;Comprador Regular
840;18;Masculino;4211;Superior Incompleto;Divorciado;1;Boa Vista;RR;Loja Física;Experiência Anterior;Casa/Decoração;2039.95;9;Sim;Sim;Não;Comprador Regular
841;25;Masculino;20456;Superior Incompleto;Casado;2;Campo Grande;MS;Marketplace;Propaganda TV;Esportes;355.9;7;Sim;Sim;Não;Comprador Regular
842;28;Feminino;19718;Médio;Casado;1;São Gonçalo do Amarante;RN;App Mobile;Influenciadores;Saúde;1968.58;18;Não;Sim;Não;Comprador Intenso
843;27;Masculino;2959;Médio;Casado;3;Oiapoque;AP;Marketplace;Marca;Livros;470.91;12;Não;Sim;Sim;Comprador Regular
844;34;Feminino;1732;Médio;Casado;0;Belford Roxo;RJ;E-commerce;Reviews Online;Viagens;354.55;2;Sim;Não;Não;Comprador Econômico
845;23;Masculino;4268;Fundamental;Viúvo;2;Florianópolis;SC;App Mobile;Marca;Saúde;1143.15;10;Não;Sim;Sim;Comprador Regular
846;45;Masculino;24147;Superior Incompleto;Solteiro;1;Cabo de Santo Agostinho;PE;Redes Sociais;Marca;Casa/Decoração;734.89;4;Sim;Não;Não;Comprador Econômico
847;33;Masculino;13039;Superior Completo;Divorciado;2;Campo Grande;MS;Marketplace;Reviews Online;Saúde;1878.67;1;Sim;Sim;Sim;Comprador Regular
848;32;Masculino;7575;Médio;Solteiro;2;Nova Iguaçu;RJ;App Mobile;Amigos/Família;Eletrônicos;1325.17;20;Sim;Não;Sim;Comprador Regular
